Date,OPEN,ZEPP,SLDP,COMM,WULF,WBX,WW,BE,RUN,MATV,FOSL,RDDT,ZIMV,SRFM,JOBY,ETHE,VHC,KSS,DQ,STEM,AMPX,SOFI,SNDX,KTOS,U,INBX,UAVS,AMLX,AEHR,SVRA
2025-03-10,1.2,2.86,1.07,4.66,3.07,0.353,,22.62,6.99,6.9,1.26,107.29,12.0,3.8,6.15,15.56,8.42,11.72,18.2,8.0,1.83,11.18,12.53,29.18,21.51,13.11,1.22,3.49,8.15,2.66
2025-03-11,1.11,2.84,1.11,4.63,3.17,0.341,,25.0,6.93,6.63,1.28,122.73,12.52,3.59,6.03,16.26,8.63,8.9,18.5,8.18,1.78,11.26,13.0,29.06,20.97,13.6,1.2,3.73,8.32,2.55
2025-03-12,1.21,2.93,1.13,4.94,3.23,0.353,,24.55,6.57,5.67,1.27,130.68,12.65,3.73,6.31,15.67,8.5,8.37,18.51,8.6,1.88,11.92,13.12,29.6,21.51,14.67,1.24,3.91,8.88,2.6
2025-03-13,1.11,2.99,1.08,4.77,2.99,0.35,,23.93,6.21,5.47,1.64,121.53,11.98,3.55,5.99,15.42,8.39,7.98,18.69,8.14,1.79,11.39,13.1,29.52,20.48,14.15,1.18,3.67,8.78,2.76
2025-03-14,1.14,3.06,1.13,5.07,3.26,0.354,,24.47,6.5,5.97,1.54,128.21,12.04,3.67,6.24,16.13,8.1,7.84,19.06,8.6,2.04,12.09,12.95,30.43,20.77,14.1,1.25,3.62,9.34,2.61
2025-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-17,1.19,3.19,1.15,5.25,3.26,0.366,,24.19,6.97,6.1,1.43,125.56,12.21,4.16,6.43,16.21,8.43,8.31,19.6,9.04,2.23,12.32,13.04,31.89,21.46,13.94,1.34,3.75,9.77,2.81
2025-03-18,1.15,3.63,1.13,5.25,2.96,0.355,,23.81,6.51,6.33,1.31,110.1,12.02,3.84,6.17,15.88,8.2,8.1,19.77,8.1,2.23,11.95,12.61,31.25,21.15,14.0,1.3,3.64,9.36,2.8
2025-03-19,1.19,3.55,1.1,5.53,3.3,0.342,,24.31,6.66,6.2,1.36,109.91,11.89,4.03,6.49,16.94,8.45,8.47,20.5,9.18,2.2,12.73,13.12,32.56,21.56,14.0,1.29,3.65,9.12,2.89
2025-03-20,1.19,3.63,1.1,5.49,3.21,0.339,,25.41,6.71,6.14,1.28,108.75,11.6,3.7,6.33,16.45,8.32,8.3,19.96,8.6,2.31,12.64,14.1,31.7,21.03,14.1,1.31,3.73,8.96,2.86
2025-03-21,1.2,3.51,1.11,5.6,3.2,0.321,,23.95,6.59,5.99,1.27,115.7,11.66,3.72,6.64,16.46,8.89,8.17,19.27,8.4,3.11,12.87,13.71,30.81,21.55,14.35,1.28,3.65,8.9,2.82
2025-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-24,1.23,3.52,1.15,5.8,3.47,0.331,,23.03,6.38,6.53,1.26,124.94,11.49,3.81,6.77,17.43,8.01,9.27,18.06,8.34,3.3,13.72,13.73,32.53,22.73,14.72,1.35,3.78,9.06,2.83
2025-03-25,1.2,3.22,1.12,5.87,3.28,0.35,,23.11,6.56,6.42,1.21,125.43,11.73,3.88,6.66,17.3,8.03,9.03,18.62,8.0,3.3,13.54,13.44,32.96,22.89,14.22,1.36,3.78,9.03,2.77
2025-03-26,1.2,3.0,1.09,5.62,2.91,0.342,,22.28,6.21,6.38,1.18,120.2,11.2,3.61,6.57,16.65,7.48,8.83,18.3,7.78,3.06,13.07,13.13,31.42,22.07,14.24,1.34,3.81,8.89,2.7
2025-03-27,1.17,3.46,1.11,5.54,2.93,0.35,,21.99,6.01,6.48,1.16,110.23,11.51,3.47,6.43,16.71,7.58,8.5,18.26,7.4,2.95,12.2,13.56,31.47,21.58,14.32,1.36,3.87,8.6,2.78
2025-03-28,1.13,3.0,1.08,5.37,2.72,0.328,,20.33,5.94,6.28,1.12,107.71,10.91,3.33,6.11,15.61,7.55,8.36,18.49,7.8,2.81,11.85,13.18,30.68,20.54,14.12,1.29,3.66,7.88,2.91
2025-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-31,1.02,2.96,1.05,5.31,2.73,0.328,,19.66,5.86,6.12,1.15,104.9,10.8,2.67,6.02,15.22,7.39,8.07,18.11,7.0,2.68,11.63,12.28,29.69,19.59,13.99,1.29,3.54,7.29,2.77
2025-04-01,1.005,3.08,1.04,5.37,2.88,0.336,,21.24,6.49,6.18,1.22,110.05,10.56,2.66,5.93,15.91,8.1,8.15,18.12,6.76,2.58,11.91,12.01,29.3,20.19,14.05,1.29,3.34,7.85,2.86
2025-04-02,1.01,3.08,1.05,5.39,2.98,0.329,,21.12,6.78,6.24,1.26,109.5,10.56,2.56,6.04,15.94,8.44,8.49,18.15,6.84,2.76,12.31,12.97,31.16,20.91,14.1,1.22,3.78,7.84,3.01
2025-04-03,0.965,2.8,1.01,4.1,2.65,0.313,,19.34,6.59,5.18,1.07,96.9,9.82,2.38,5.66,14.87,9.0,6.55,16.62,6.62,2.54,10.64,12.46,30.42,18.19,13.33,1.11,3.51,6.85,2.9
2025-04-04,0.988,2.61,0.973,3.62,2.6,0.3,,16.6,6.99,4.78,1.02,86.91,9.47,2.21,5.36,15.07,8.86,7.07,15.51,6.94,2.38,9.57,11.25,27.82,16.92,13.34,1.04,3.43,7.26,2.85
2025-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-07,1.03,2.29,0.927,3.64,2.67,0.294,,17.24,6.57,4.63,1.0,93.0,9.34,2.21,5.58,12.85,9.09,6.72,15.86,7.54,2.44,9.86,11.01,28.24,17.25,12.0,1.01,3.46,7.22,2.75
2025-04-08,0.969,2.17,0.936,3.41,2.26,0.27,,17.02,5.66,4.59,0.93,88.89,9.13,2.09,5.33,12.2,9.19,6.1,13.73,6.84,2.12,9.5,10.56,28.92,16.75,11.69,1.03,3.31,6.78,2.6
2025-04-09,1.09,2.48,1.04,3.86,2.58,0.274,,17.87,6.43,5.12,1.06,110.86,9.6,2.48,6.26,13.66,9.0,7.66,14.56,7.0,2.54,11.39,11.52,31.83,19.99,12.35,1.11,3.49,8.76,2.74
2025-04-10,0.986,2.46,1.02,3.44,2.24,0.343,,16.85,6.03,4.66,0.98,102.01,9.07,2.36,6.02,12.59,8.79,6.75,13.64,6.72,2.34,10.52,10.52,31.71,19.08,11.32,1.05,3.49,8.13,2.64
2025-04-11,1.02,2.32,1.13,3.36,2.38,0.357,,17.64,6.29,4.77,0.97,101.15,9.15,2.36,5.93,13.02,8.77,6.63,13.81,7.12,2.43,10.71,11.16,33.24,19.23,11.61,1.16,3.65,8.52,2.92
2025-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-14,0.953,2.52,1.12,3.44,2.47,0.376,,17.9,6.82,4.72,0.95,98.26,9.44,2.43,6.02,13.62,9.0,6.42,14.46,6.74,2.41,10.82,11.24,32.99,18.16,11.88,1.13,3.9,8.3,2.9
2025-04-15,0.916,2.55,1.07,3.64,2.29,0.39,,18.31,6.71,4.62,0.97,96.46,9.3,2.46,5.87,13.36,8.0,6.18,14.43,6.56,2.44,10.94,11.33,32.96,18.82,11.79,1.06,3.88,8.54,2.93
2025-04-16,0.927,2.56,1.06,3.44,2.3,0.356,,17.83,6.53,4.54,0.92,95.38,9.25,2.45,5.79,13.2,8.59,6.05,14.13,5.9,2.25,10.66,11.05,33.27,18.89,11.47,1.08,3.82,8.16,2.93
2025-04-17,0.954,2.56,1.1,3.33,2.35,0.372,,17.0,6.85,4.52,0.93,96.16,9.39,2.49,5.89,13.15,8.65,6.39,13.93,7.48,2.14,10.98,11.54,33.09,19.23,11.47,1.03,3.98,8.09,3.01
2025-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-21,0.933,2.55,1.13,3.02,2.25,0.36,,16.38,6.57,4.5,0.91,94.15,8.92,2.33,5.81,13.09,8.65,6.93,13.13,7.06,2.07,10.69,11.93,31.92,19.25,11.38,1.01,4.23,7.96,3.05
2025-04-22,0.992,2.62,1.15,3.23,2.65,0.379,,16.88,6.88,4.84,0.9,101.66,9.2,2.34,5.89,14.17,8.44,6.67,13.81,8.0,2.17,11.27,12.92,32.12,20.17,11.87,1.02,4.92,8.3,3.22
2025-04-23,0.841,2.69,1.12,3.79,2.79,0.38,,17.26,6.66,4.87,0.93,107.17,9.38,2.42,6.16,14.88,8.41,6.62,13.95,8.14,2.34,11.74,13.0,32.96,20.95,12.16,1.06,5.06,8.12,3.25
2025-04-24,0.777,2.73,1.14,3.8,3.04,0.38,,18.14,7.05,5.14,0.91,112.25,9.42,2.49,6.48,14.67,8.5,6.94,14.48,8.14,2.49,12.31,13.3,33.29,22.31,11.98,1.14,5.24,8.69,3.27
2025-04-25,0.764,2.71,1.14,3.91,3.0,0.37,,18.93,7.39,5.18,0.9,118.1,9.44,2.56,6.5,15.02,8.45,6.97,14.79,8.3,2.56,12.88,13.33,33.59,22.45,12.26,1.11,5.36,8.76,3.18
2025-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28,0.777,2.58,1.13,3.95,3.02,0.37,,19.24,7.5,5.17,0.96,121.21,9.31,2.52,6.45,14.95,8.61,6.89,14.81,8.38,2.54,13.2,13.42,33.5,22.12,12.35,1.13,5.01,8.7,3.19
2025-04-29,0.769,2.67,1.11,3.88,2.92,0.362,,18.91,7.42,5.24,1.01,122.14,9.47,2.5,6.56,15.17,8.61,6.73,12.77,8.3,2.22,13.27,13.7,34.42,22.31,11.72,0.96,4.9,8.34,3.26
2025-04-30,0.758,2.6,1.09,3.74,2.78,0.35,,18.32,6.89,5.02,1.01,116.57,9.06,2.45,6.3,14.85,8.3,6.61,12.74,10.82,2.16,12.51,14.15,33.78,21.07,12.33,0.8,5.11,8.53,3.2
2025-05-01,0.748,2.7,1.1,4.55,3.24,0.355,,16.81,7.19,5.02,1.06,118.79,9.04,2.45,6.31,15.34,8.5,7.11,12.77,10.74,2.19,12.51,13.82,34.93,21.19,12.32,0.75,5.14,8.36,3.26
2025-05-02,0.745,2.57,1.11,4.76,3.21,0.367,,16.44,7.29,5.21,1.09,113.83,9.36,2.51,6.71,15.31,8.3,7.4,12.89,10.32,2.35,12.7,13.73,36.29,21.44,12.15,0.93,5.32,8.71,3.4
2025-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05,0.739,2.66,1.13,4.75,2.99,0.368,,16.32,6.98,5.15,1.18,116.33,8.88,2.44,6.48,15.09,8.03,6.97,12.77,10.06,2.28,12.86,13.57,35.88,21.47,12.33,0.87,5.15,8.26,3.28
2025-05-06,0.701,2.65,1.13,4.83,3.12,0.369,,16.34,7.06,5.02,1.16,109.99,8.79,2.45,6.36,14.84,8.45,6.43,13.11,10.02,2.32,12.73,10.64,36.23,21.32,12.44,0.88,4.65,8.19,3.0
2025-05-07,0.872,2.53,1.2,4.91,3.05,0.376,,16.53,7.39,4.94,1.25,105.53,8.9,2.42,6.42,14.92,8.25,6.43,13.0,10.4,2.36,13.01,9.99,36.06,20.66,11.1,0.88,4.87,8.36,3.06
2025-05-08,0.872,2.66,1.27,4.88,3.3,0.36,,17.24,8.5,5.39,1.25,107.83,9.19,2.5,6.65,17.62,8.1,6.97,13.26,11.06,2.49,13.26,11.01,34.22,20.65,11.26,0.91,4.58,8.43,3.22
2025-05-09,0.671,2.53,1.3,4.82,3.01,0.356,,17.62,9.38,5.57,1.31,108.46,8.76,2.68,6.78,19.39,8.44,6.62,13.1,10.72,2.47,13.18,10.7,33.61,20.56,11.18,0.9,4.61,8.45,2.86
2025-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-12,0.707,2.84,1.43,5.5,3.48,0.36,,18.91,10.96,6.16,1.31,111.21,8.91,2.74,7.01,20.46,8.93,7.47,14.01,11.74,2.74,14.04,10.99,33.93,21.84,11.71,0.89,4.6,9.11,3.02
2025-05-13,0.711,2.83,1.43,5.68,3.83,0.355,,19.16,11.9,6.27,1.29,112.84,8.91,2.87,7.19,22.39,8.89,7.95,15.02,11.0,2.87,14.29,10.19,33.78,21.95,11.28,0.95,4.49,9.25,2.97
2025-05-14,0.75,2.75,1.36,5.79,3.66,0.336,,20.25,12.7,6.0,1.26,125.32,8.72,2.65,7.17,21.65,8.32,8.0,14.98,11.12,2.83,14.03,9.28,33.53,21.54,10.84,0.88,4.35,9.39,2.99
2025-05-15,0.731,2.62,1.37,5.71,3.52,0.29,,19.82,12.85,5.88,1.46,113.59,8.69,2.49,7.16,21.03,8.19,8.26,14.84,10.84,2.73,13.57,8.95,34.39,21.22,12.02,0.87,4.52,9.29,3.11
2025-05-16,0.784,2.78,1.38,5.88,3.89,0.296,,20.11,12.25,5.97,1.59,113.23,9.01,2.61,7.39,21.56,8.42,8.45,14.59,10.86,2.72,13.92,9.05,35.21,22.81,12.33,0.91,4.84,9.29,3.07
2025-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-19,0.793,2.84,1.3,5.84,4.0,0.293,,19.23,11.29,5.96,1.65,107.99,8.75,2.57,7.03,20.94,8.37,8.33,14.35,10.76,2.62,13.73,9.3,35.13,22.24,12.47,0.89,5.36,9.04,3.13
2025-05-20,0.741,2.66,1.33,5.81,3.92,0.287,,19.11,11.54,5.95,1.69,105.64,8.88,2.6,6.97,20.78,8.4,8.19,14.28,10.56,2.55,13.27,10.57,35.74,22.23,13.07,0.82,5.52,8.94,3.135
2025-05-21,0.689,2.62,1.31,5.55,3.91,0.277,,18.21,10.66,5.62,1.5,95.85,8.52,2.45,6.63,20.89,8.12,7.71,13.9,9.76,2.42,12.8,10.65,34.33,20.81,13.16,0.78,5.43,8.47,2.91
2025-05-22,0.68,2.55,1.34,5.49,4.09,0.292,,18.37,6.71,5.7,1.55,98.32,8.35,2.51,6.64,21.89,7.98,8.0,13.56,9.1,2.52,13.19,10.81,35.2,21.86,12.54,0.81,5.36,8.83,2.93
2025-05-23,0.681,2.55,1.51,5.7,3.93,0.324,,19.48,6.88,5.55,1.49,100.76,8.28,2.59,6.63,21.27,7.83,7.38,13.73,9.2,2.71,13.09,9.85,36.01,20.75,12.86,0.81,5.31,8.85,2.84
2025-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-27,0.687,2.54,1.66,6.22,3.94,0.33,,19.76,7.19,5.83,1.6,104.62,8.78,2.5,6.88,22.34,7.83,7.8,13.99,9.52,2.81,13.39,9.93,38.12,21.81,13.13,0.86,4.72,9.9,1.94
2025-05-28,0.678,2.5,1.81,6.14,3.79,0.321,,19.59,6.75,5.7,1.54,105.43,8.8,2.75,8.86,21.73,7.95,7.99,13.61,9.3,2.98,13.32,10.12,37.33,24.54,12.91,0.85,4.79,10.06,2.135
2025-05-29,0.686,2.46,1.68,6.28,3.64,0.341,,18.57,6.85,5.76,1.49,109.03,8.97,2.37,8.52,22.0,7.85,7.93,13.82,9.26,2.83,13.17,10.62,36.43,23.77,13.75,0.86,4.9,9.96,2.24
2025-05-30,0.652,2.54,1.56,6.04,3.53,0.359,,18.47,7.49,5.72,1.48,112.35,9.14,2.33,7.82,21.36,7.76,8.02,13.36,9.78,2.69,13.3,10.54,36.89,26.08,13.47,0.79,5.15,9.54,2.28
2025-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-02,0.597,2.36,1.42,5.63,3.61,0.35,,18.28,7.14,6.17,1.5,112.11,9.01,2.16,7.5,21.02,8.2,8.05,13.05,9.58,2.64,13.67,10.98,38.04,26.24,12.96,1.29,5.1,9.66,2.4
2025-06-03,0.591,2.47,1.47,6.0,3.78,0.331,,20.41,8.28,6.53,1.58,110.86,9.28,2.52,8.03,21.79,8.85,8.26,13.56,10.08,2.65,13.66,11.19,39.09,26.2,13.53,1.23,5.12,10.24,2.4
2025-06-04,0.628,2.42,1.45,5.97,4.24,0.32,,20.25,8.16,6.49,1.53,118.21,9.17,2.44,7.87,21.79,8.79,8.02,13.65,10.92,2.74,13.46,10.96,40.1,26.06,13.0,1.06,4.92,11.69,2.49
2025-06-05,0.66,2.48,1.42,5.83,3.83,0.343,,20.45,8.38,6.49,1.45,112.24,9.12,2.36,7.56,20.98,9.85,8.46,13.62,10.66,2.63,13.67,11.16,40.36,24.79,12.89,1.06,5.05,11.06,2.38
2025-06-06,0.68,2.37,1.61,6.06,4.35,0.339,,21.78,8.51,6.17,1.46,121.29,9.38,2.39,8.12,20.61,11.39,8.63,14.37,11.26,2.9,14.24,11.45,40.47,25.13,13.92,1.24,5.33,11.34,2.44
2025-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-09,0.566,2.41,1.57,6.11,4.53,0.341,,21.43,8.27,6.48,1.37,117.53,9.39,2.6,9.23,21.41,9.9,8.89,14.61,12.14,3.15,14.1,11.09,40.59,24.69,14.39,1.47,5.44,11.78,2.38
2025-06-10,0.603,2.42,1.63,6.15,4.52,0.342,,21.63,8.86,6.97,1.41,117.09,9.55,2.51,9.44,23.03,8.63,9.27,14.75,12.64,3.13,14.39,11.24,39.3,24.84,15.37,1.4,5.76,12.21,2.33
2025-06-11,0.608,2.45,1.87,6.2,4.41,0.36,,22.53,8.7,6.88,1.36,115.03,9.53,2.4,9.63,23.34,8.91,8.78,14.55,12.08,3.34,15.06,10.9,40.4,24.23,14.68,1.19,5.42,11.64,2.2
2025-06-12,0.601,2.39,1.77,6.33,4.26,0.35,,22.25,8.47,6.61,1.38,116.2,9.28,2.23,8.87,22.34,8.9,8.72,14.23,9.82,3.94,14.9,10.67,41.24,24.98,14.33,1.2,5.52,11.92,2.26
2025-06-13,0.575,2.31,1.75,5.81,4.02,0.34,,21.95,10.0,6.33,1.33,118.18,9.1,2.07,8.6,20.96,8.58,8.12,13.91,9.1,3.82,14.09,10.25,41.76,23.66,14.57,1.3,5.52,11.32,2.21
2025-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-16,0.556,2.31,1.93,5.69,4.33,0.33,,22.91,9.64,6.61,1.36,126.2,9.19,1.96,9.0,22.07,8.06,8.93,14.4,9.4,4.08,14.9,9.99,41.21,24.4,14.62,1.53,5.44,11.78,2.18
2025-06-17,0.567,2.28,1.93,5.7,3.95,0.325,,21.34,5.78,6.5,1.31,133.84,8.75,2.01,8.65,20.98,8.5,8.47,13.95,8.82,3.78,14.43,9.64,43.23,23.55,14.6,1.29,5.33,11.35,2.04
2025-06-18,0.58,2.39,1.98,6.01,3.84,0.32,,21.5,6.13,6.5,1.36,141.16,8.61,2.07,8.84,20.65,7.9,8.32,14.14,8.72,3.77,15.36,9.69,42.16,23.91,15.21,1.26,5.1,11.51,2.07
2025-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-20,0.535,2.43,1.8,6.32,3.74,0.315,,21.75,6.23,6.45,1.36,139.15,8.79,1.92,8.54,20.0,7.5,8.23,13.89,8.36,3.84,15.2,9.48,43.11,23.07,14.93,1.16,5.05,11.15,2.06
2025-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-23,0.53,2.44,1.86,6.46,3.57,0.306,,22.56,6.24,6.36,1.3,134.14,8.65,1.91,8.51,19.18,8.3,8.1,14.04,7.44,3.45,15.36,9.19,43.63,23.3,14.56,1.12,5.02,11.25,2.16
2025-06-24,0.55,2.44,1.87,7.33,3.84,0.32,,22.95,7.2,6.49,1.33,140.79,8.86,3.6,8.83,20.15,8.57,8.22,14.33,7.07,3.79,15.85,9.22,40.77,24.04,14.76,1.06,6.41,11.97,2.28
2025-06-25,0.512,2.52,1.95,7.75,3.8,0.319,,21.6,7.28,6.5,1.31,141.68,8.96,2.54,8.52,20.14,9.16,8.11,14.34,6.17,3.78,16.08,8.9,42.33,24.15,14.91,1.12,6.26,11.67,2.19
2025-06-26,0.538,2.69,2.28,8.19,4.39,0.322,,22.33,7.75,6.7,1.48,143.95,9.0,3.41,9.48,20.19,9.75,8.33,14.47,6.71,4.27,16.77,9.3,41.33,23.4,14.79,1.15,6.5,12.75,2.21
2025-06-27,0.558,2.55,2.15,8.2,4.22,0.327,27.0,22.18,7.43,6.98,1.5,143.01,9.26,3.27,9.44,20.01,10.83,8.44,15.13,6.43,4.07,17.18,9.04,45.84,24.32,14.43,1.08,6.33,12.52,2.21
2025-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30,0.533,2.66,2.19,8.28,4.38,0.318,30.2,23.92,8.18,6.82,1.48,150.57,9.35,3.69,10.55,20.86,10.85,8.48,15.17,6.23,4.21,18.21,9.36,46.45,24.2,14.27,1.03,6.41,12.93,2.28
2025-07-01,0.565,2.82,2.2,8.2,4.44,0.316,33.0,22.13,9.04,7.06,1.58,152.23,9.84,3.41,9.81,19.89,11.51,9.16,15.3,6.36,3.91,17.64,8.82,43.07,24.01,14.67,1.08,6.41,14.11,2.05
2025-07-02,0.566,2.76,2.47,8.31,5.04,0.301,33.8,22.56,8.99,7.39,1.67,159.34,10.01,3.33,10.16,21.58,11.37,9.2,17.71,7.52,4.38,18.12,9.0,43.28,24.28,15.74,1.1,6.57,15.13,2.1
2025-07-03,0.61,2.98,2.46,8.67,5.26,5.83,35.25,24.24,10.5,7.58,1.63,157.03,10.25,4.1,10.55,21.32,12.33,9.28,18.98,8.61,4.68,18.57,9.0,44.66,26.13,16.33,1.09,6.3,15.6,2.19
2025-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-07,0.626,3.48,2.28,8.25,4.8,5.65,40.0,24.36,11.11,7.24,1.59,153.37,9.43,4.55,10.66,21.07,12.34,9.02,17.45,8.87,4.94,19.24,8.73,44.78,27.86,18.35,1.15,6.76,14.82,2.34
2025-07-08,0.732,5.12,2.51,7.81,4.82,6.02,39.55,24.3,9.84,7.43,1.73,145.96,9.63,6.1,11.39,21.63,13.59,9.08,19.32,9.04,5.53,19.95,8.75,44.34,29.4,19.94,1.15,6.98,15.17,2.27
2025-07-09,0.737,5.55,2.58,7.93,4.93,6.39,39.35,28.71,10.51,7.57,1.71,145.65,9.49,6.73,11.56,22.93,14.67,9.35,18.91,8.67,5.96,20.22,9.24,46.02,29.35,20.92,1.2,7.24,13.29,2.37
2025-07-10,0.883,6.09,2.61,7.86,5.13,6.1,39.55,25.85,10.87,7.62,1.74,143.0,9.4,7.58,12.33,23.34,16.29,9.65,20.1,9.32,6.5,20.97,9.82,46.27,29.16,20.98,1.24,7.39,14.59,2.3
2025-07-11,0.779,10.32,2.49,7.53,4.89,6.12,39.05,25.4,10.11,7.61,1.7,145.59,9.0,8.8,12.04,24.92,16.5,9.57,20.14,8.38,6.44,21.2,9.59,51.71,28.93,21.77,1.6,7.68,14.11,2.39
2025-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-14,0.901,9.57,2.67,7.78,5.11,5.88,37.0,25.96,10.36,7.47,1.66,146.38,8.93,6.7,12.63,24.85,17.57,9.71,20.16,8.47,6.73,21.33,9.85,51.99,29.22,22.96,1.49,8.41,13.86,2.51
2025-07-15,1.04,14.0,3.18,7.29,4.87,5.96,33.95,25.31,10.7,7.14,1.59,144.8,8.84,5.95,13.95,25.19,17.24,9.27,19.73,8.68,7.49,20.96,9.21,51.12,29.69,22.96,1.26,8.12,14.05,2.29
2025-07-16,1.49,12.95,3.11,7.51,5.25,6.18,34.9,24.69,10.34,7.25,1.58,144.31,8.72,6.21,16.33,28.02,17.15,9.39,19.83,8.63,7.45,21.39,9.25,54.28,33.94,23.65,1.46,8.43,14.78,2.31
2025-07-17,1.65,14.18,3.22,7.72,5.36,5.97,35.0,24.31,9.96,7.31,1.64,142.52,8.66,5.92,17.72,28.26,18.93,9.63,20.9,9.27,8.06,22.09,9.67,58.91,36.52,23.62,1.47,8.28,15.48,2.34
2025-07-18,2.25,13.19,3.77,7.85,5.13,5.94,35.0,24.99,10.24,7.25,1.59,148.24,8.44,5.3,17.78,29.41,20.34,9.58,20.69,13.5,8.66,21.81,9.46,59.12,36.75,24.45,2.02,8.34,15.07,2.26
2025-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-21,3.21,12.91,3.73,7.85,4.99,5.94,37.58,25.36,10.46,7.28,1.59,146.29,18.76,4.95,16.84,30.93,20.08,10.42,21.06,16.64,8.38,21.16,9.73,58.78,35.92,22.12,1.94,8.21,16.45,2.29
2025-07-22,2.88,11.96,4.04,7.59,5.26,6.0,39.25,25.93,11.16,7.51,1.78,145.8,18.73,5.1,16.61,30.34,20.91,14.34,24.6,15.51,8.19,20.98,10.31,55.42,34.23,22.86,2.12,7.87,20.1,2.41
2025-07-23,2.29,12.15,3.98,8.22,5.2,6.25,38.83,26.89,10.64,7.84,1.82,146.1,18.78,4.94,17.59,29.7,20.15,12.3,23.19,14.84,8.03,21.56,10.22,58.78,33.41,23.2,2.97,8.39,22.18,2.49
2025-07-24,2.42,11.35,4.31,7.93,5.32,6.48,38.01,33.06,10.58,7.51,1.77,148.13,18.73,5.61,17.51,30.95,19.25,13.63,25.05,14.44,8.29,21.51,9.99,58.66,33.34,23.07,2.98,8.3,21.32,2.55
2025-07-25,2.54,11.13,4.31,7.97,5.17,6.15,41.02,34.34,10.78,7.57,1.84,149.66,18.72,5.79,18.1,30.15,18.46,12.79,23.28,14.99,8.2,21.2,9.63,59.77,32.77,23.08,2.75,8.15,21.74,2.58
2025-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-28,2.34,13.73,4.05,8.13,5.1,5.92,41.96,34.78,11.15,7.56,1.85,151.6,18.82,5.11,17.16,31.42,17.51,12.83,22.94,18.91,8.29,21.02,9.57,59.36,33.49,24.57,2.39,7.99,20.91,2.66
2025-07-29,2.05,12.57,3.23,8.34,5.22,5.54,39.23,34.75,10.75,7.28,1.76,144.85,18.81,4.67,16.89,31.12,16.25,11.69,23.31,15.17,7.14,22.4,10.35,57.09,32.54,24.26,2.37,7.95,18.78,2.62
