Date,A,AA,AACT,AAL,AAP,AAPL,AASCX,AASMX,AAUTX,ABBV,ABCL,ABEV,ABLOX,ABM,ABT,ACCO,ACFCX,ACFDX,ACFGX,ACFNX,ACFOX,ACFSX,ACGL,ACILX,ACLS,ACMR,ACN,ACRE,ACSLX,ACTVX
2020-02-13,82.25,15.08,,30.09,120.04,78.65,19.63,14.02,17.35,75.89,,2.9439,14.23,35.09,80.46,7.7514,33.68,34.16,35.72,35.55,34.63,34.94,45.48,,28.56,12.9,195.33,8.3897,48.84,80.88
2020-02-14,82.59,15.01,,29.2,119.07,78.67,19.59,13.96,17.32,74.86,,3.0074,14.24,34.86,81.35,7.4609,33.91,34.4,35.97,35.8,34.86,35.18,45.34,,28.32,13.03,195.3,8.3897,48.98,80.97
2020-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-18,81.59,15.3,,28.63,126.4,77.23,19.56,13.88,17.21,74.51,,2.8804,14.19,34.71,80.64,7.3615,34.2,34.7,36.29,36.11,35.17,35.49,45.54,,27.81,13.94,196.58,8.4046,48.92,81.1
2020-02-19,82.13,15.99,,28.33,124.89,78.34,19.56,13.9,17.29,74.93,,2.9122,14.23,34.82,81.08,7.2621,34.57,35.06,36.67,36.49,35.54,35.86,45.81,,27.98,13.31,198.57,8.4494,49.27,81.06
2020-02-20,81.16,15.42,,28.51,127.0,77.54,19.75,13.92,17.27,75.0,,2.928,14.19,34.97,80.26,7.2239,34.33,34.81,36.41,36.23,35.3,35.62,45.55,,27.95,14.22,196.71,8.7575,48.98,81.24
2020-02-21,81.86,15.42,,27.82,125.33,75.79,19.54,13.84,17.13,75.58,,2.9122,14.1,34.46,79.34,7.1092,33.86,34.35,35.94,35.76,34.82,35.14,44.81,,26.16,12.91,194.86,8.7873,48.25,81.47
2020-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-24,77.47,14.71,,25.45,124.71,72.19,18.95,13.44,16.55,74.13,,2.8407,13.8,33.43,76.78,6.6124,32.69,33.16,34.68,34.51,33.61,33.92,43.41,,24.32,12.75,187.93,8.6631,46.52,81.92
2020-02-25,75.01,13.89,,23.12,122.65,69.74,18.31,13.04,16.0,70.98,,2.8645,13.56,32.05,73.61,6.4289,31.76,32.22,33.69,33.53,32.66,32.95,42.21,,23.26,12.5,181.26,8.3748,45.16,82.13
2020-02-26,75.17,13.52,,22.31,119.92,70.85,18.08,12.93,15.85,70.37,,2.8328,13.55,32.15,73.82,6.2378,31.72,32.18,33.67,33.5,32.62,32.92,41.68,,23.83,12.45,179.94,8.2853,45.22,82.12
2020-02-27,74.51,12.89,,20.6,119.56,66.22,17.37,12.48,15.19,67.99,,2.5789,13.16,31.67,71.85,6.2149,30.43,30.86,32.29,32.12,31.28,31.58,40.34,,22.98,11.7,171.45,7.833,43.11,82.43
2020-02-28,74.17,13.28,,19.05,118.53,66.18,17.11,12.26,15.0,68.22,,2.5471,13.1,29.53,69.89,6.1231,30.59,31.02,32.29,32.29,31.46,31.74,38.44,,23.99,11.65,166.08,7.5845,43.11,83.15
2020-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-02,78.88,13.15,,18.86,118.54,72.34,17.75,12.61,15.61,70.59,,2.6265,13.48,31.14,74.04,6.3219,31.57,32.02,33.51,33.33,32.47,32.77,40.4,,23.95,12.22,174.32,7.9026,45.19,83.02
2020-03-03,77.29,12.39,,17.85,116.17,70.04,17.33,12.36,15.15,69.7,,2.6027,13.29,30.44,70.76,6.1766,30.85,31.3,32.74,32.58,31.73,32.02,39.58,,23.51,11.85,167.57,7.8728,43.83,83.75
2020-03-04,81.17,12.34,,18.53,118.46,73.29,17.91,12.71,15.72,73.03,,2.6979,13.61,31.5,74.48,6.4289,31.89,32.34,33.84,33.67,32.79,33.09,40.96,,24.16,11.9,173.68,7.9822,45.66,83.7
2020-03-05,77.43,11.39,,16.04,113.13,70.91,17.31,12.28,15.11,72.12,,2.6265,13.35,31.45,73.06,6.169,31.01,31.45,32.92,32.74,31.89,32.19,39.15,,23.2,11.76,167.89,7.8778,44.16,84.11
2020-03-06,75.6,10.54,,15.97,114.01,69.97,16.9,12.04,14.84,70.7,,2.6424,13.21,30.41,74.16,6.1384,30.26,30.7,32.12,31.95,31.12,31.41,38.7,,23.47,10.68,164.38,7.7237,43.54,84.37
2020-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-09,68.08,8.32,,14.75,116.2,64.44,15.34,11.01,13.51,67.87,,2.444,12.57,28.29,69.88,5.588,27.89,28.29,29.61,29.45,28.68,28.95,34.85,,21.85,9.0,150.92,6.9782,40.49,84.81
2020-03-10,70.16,8.87,,17.0,120.51,69.08,15.97,11.38,14.18,69.67,,2.4757,12.92,28.63,73.38,5.5498,29.19,29.6,30.99,30.82,30.01,30.3,35.97,,22.51,8.93,160.53,7.172,42.55,84.03
2020-03-11,66.25,8.81,,16.26,111.97,66.68,15.03,10.7,13.4,67.54,,2.2615,12.53,26.38,70.85,5.4734,27.69,28.09,29.4,29.24,28.47,28.75,34.12,,21.12,8.53,151.84,6.7446,40.69,83.92
2020-03-12,61.03,7.19,,13.45,97.31,60.09,13.57,9.6,12.08,62.57,,2.071,11.78,21.68,67.81,4.686,25.21,25.57,26.77,26.62,25.92,26.17,29.17,,19.07,7.81,140.27,5.6163,36.98,83.56
2020-03-13,66.59,7.66,,14.31,101.34,67.29,13.57,9.6,12.08,67.95,,2.0948,12.43,24.47,74.08,4.1662,26.74,27.12,28.4,28.24,27.5,27.76,31.16,,20.21,7.62,153.13,5.9941,40.31,83.23
2020-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-16,61.71,6.53,,15.92,84.9,58.64,12.62,8.97,11.58,59.11,,1.6743,11.51,23.7,66.83,3.7075,23.47,23.81,24.92,24.79,24.14,24.36,25.9,,16.71,7.0,140.28,3.3947,35.38,84.16
2020-03-17,67.79,6.7,,15.58,89.36,61.21,13.27,9.35,12.13,58.12,,1.8251,11.85,25.31,72.12,3.7269,24.76,25.13,26.3,26.16,25.47,25.71,28.74,,18.78,8.01,145.03,3.3151,37.35,83.03
2020-03-18,66.27,5.51,,11.65,79.1,59.72,12.22,8.27,11.34,56.54,,1.6822,11.42,22.17,71.91,3.138,23.62,23.96,25.09,24.95,24.3,24.52,26.14,,13.8,5.75,139.0,2.1372,35.76,82.35
2020-03-19,63.28,5.58,,10.29,76.85,59.26,12.54,8.81,11.51,56.56,,1.8568,11.48,21.58,67.59,3.2,24.63,24.99,26.15,26.02,25.33,25.58,25.73,,13.42,6.83,145.76,3.002,36.31,82.54
2020-03-20,63.96,5.25,,10.38,67.07,55.5,11.92,8.46,11.1,54.78,,1.9044,11.18,18.88,61.7,3.076,24.15,24.5,25.65,25.51,24.84,25.07,24.69,,13.6,7.36,137.89,3.002,34.63,83.67
2020-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23,60.98,5.43,,10.25,70.17,54.32,11.72,8.4,10.7,51.34,,1.7854,10.98,18.34,57.0,3.014,24.21,24.56,25.72,25.58,24.91,25.14,22.12,,14.98,8.74,132.14,2.6193,33.99,84.23
2020-03-24,64.48,6.96,,13.92,77.21,59.77,13.05,9.2,11.72,53.72,,1.7854,11.55,18.85,63.23,3.2387,26.26,26.64,27.89,27.74,27.02,27.26,24.34,,17.6,9.41,144.24,2.5696,37.19,83.35
2020-03-25,66.4,6.79,,15.39,80.78,59.44,13.41,9.33,12.0,54.05,,1.8806,11.65,18.84,64.19,3.4944,26.3,26.69,27.94,27.79,27.06,27.31,24.46,,17.08,9.23,139.62,2.8579,37.33,83.36
2020-03-26,70.94,6.55,,15.66,86.81,62.56,14.17,9.87,12.75,58.76,,2.0948,12.12,19.78,68.78,3.9593,27.71,28.11,29.42,29.27,28.5,28.77,28.21,,19.79,9.97,157.57,3.6034,39.42,83.62
2020-03-27,68.24,6.27,,14.04,85.45,59.97,13.67,9.53,12.27,57.84,,1.9917,11.89,19.72,67.65,3.9903,27.07,27.46,28.75,28.6,27.85,28.11,27.64,,17.74,9.46,149.79,4.3688,38.0,84.12
2020-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-30,70.11,5.81,,12.25,86.26,61.69,13.96,9.78,12.64,59.89,,1.9679,12.15,21.68,71.98,3.8741,27.74,28.14,29.46,29.31,28.53,28.79,29.04,,18.25,10.0,156.17,3.6872,39.37,84.23
2020-03-31,69.1,5.9,,12.19,83.42,61.56,13.64,9.74,12.44,60.64,,1.8251,12.07,21.85,71.59,3.9128,27.38,27.77,29.08,28.93,28.16,28.43,27.06,,18.31,9.87,150.14,3.6097,38.88,84.43
2020-04-01,66.49,5.99,,10.69,79.71,58.32,12.88,9.18,11.85,58.44,,1.7854,11.77,21.11,69.47,3.6339,26.28,26.67,27.93,27.77,27.04,27.29,24.74,,17.5,9.11,142.25,2.8764,37.19,84.44
2020-04-02,69.74,5.82,,10.06,79.03,59.29,12.99,9.25,12.14,59.8,,1.833,11.93,21.91,72.08,3.7191,26.32,26.7,27.97,27.81,27.09,27.34,25.03,,17.27,9.17,143.71,2.5924,37.96,84.42
2020-04-03,67.94,5.72,,9.39,75.67,58.44,12.74,8.96,11.97,58.4,,1.7298,11.84,20.59,72.08,3.5874,26.02,26.4,27.66,27.5,26.78,27.03,23.4,,16.82,9.07,139.92,2.1637,37.4,84.33
2020-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-06,71.74,6.27,,9.5,85.64,63.54,13.85,9.69,12.77,60.28,,1.7695,12.27,23.47,75.06,3.7811,27.87,28.28,29.62,29.45,28.68,28.95,25.7,,19.04,10.85,152.7,2.613,40.18,84.07
2020-04-07,71.42,6.73,,10.22,88.89,62.8,14.03,9.75,12.83,60.01,,1.8806,12.26,23.79,74.33,4.0678,27.69,28.09,29.42,29.26,28.48,28.75,26.51,,18.81,11.08,150.93,2.9797,39.93,83.96
2020-04-08,73.99,6.95,,11.33,91.64,64.41,14.69,10.18,13.34,62.53,,1.9123,12.5,25.17,77.07,4.5017,28.69,29.12,30.5,30.33,29.53,29.8,27.28,,19.79,11.63,157.93,4.2139,41.23,84.0
2020-04-09,75.57,7.1,,12.51,95.52,64.88,15.06,10.61,13.59,63.48,,1.9044,12.65,26.15,78.06,4.7341,29.02,29.46,30.85,30.67,29.87,30.15,29.48,,19.63,11.03,163.62,4.1984,41.47,84.14
2020-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-13,73.52,7.23,,11.56,98.32,66.15,14.66,10.26,13.38,63.91,,1.8727,12.58,25.93,77.89,4.7109,29.11,29.54,30.95,30.77,29.96,30.24,27.79,,19.64,11.09,158.7,3.9712,41.37,84.08
2020-04-14,76.05,7.39,,11.95,103.14,69.49,15.02,10.43,13.65,66.35,,1.8727,12.8,28.0,81.22,4.6412,30.24,30.69,32.15,31.96,31.12,31.41,27.81,,21.81,11.53,163.79,3.9815,42.85,84.2
2020-04-15,74.34,6.95,,12.29,100.1,68.86,14.54,9.93,13.21,66.1,,1.8171,12.64,27.61,82.86,4.184,30.1,30.54,32.0,31.81,30.96,31.26,26.01,,21.49,11.16,156.53,3.7285,42.21,84.59
2020-04-16,75.98,6.67,,11.07,105.06,69.4,14.49,9.83,13.16,66.13,,1.7457,12.69,28.51,87.47,4.2228,30.29,30.73,32.2,32.01,31.17,31.46,25.19,,20.93,11.91,155.15,3.5426,42.65,84.57
2020-04-17,76.75,7.27,,11.57,106.24,68.46,15.07,10.31,13.69,67.41,,1.7616,12.88,29.72,87.48,4.4242,30.84,31.3,32.8,32.6,31.75,32.04,25.82,,21.47,12.02,161.74,3.8008,43.47,84.53
2020-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-20,74.64,7.14,,11.06,103.15,67.04,14.82,10.13,13.41,67.85,,1.7774,12.73,27.74,89.29,4.3235,30.83,31.29,32.78,32.6,31.73,32.03,25.39,,21.56,12.01,161.42,3.5581,42.77,84.58
2020-04-21,71.15,7.01,,11.0,101.46,64.97,14.36,9.88,12.99,64.92,,1.7695,12.52,27.23,85.69,4.246,29.74,30.18,31.63,31.44,30.61,30.9,24.05,,20.15,11.11,153.57,3.6252,41.37,84.66
2020-04-22,72.52,7.23,,10.27,101.02,66.84,14.59,9.98,13.22,65.81,,1.7219,12.68,27.82,86.99,4.2305,30.65,31.09,32.59,32.4,31.54,31.84,23.68,,21.63,12.36,159.18,3.4961,42.53,84.52
2020-04-23,72.44,6.98,,10.25,101.35,66.58,14.65,10.05,13.25,66.27,,1.6822,12.68,28.15,85.59,4.4165,30.65,31.1,32.59,32.4,31.55,31.84,23.07,,21.52,11.94,159.72,3.5116,42.51,84.76
2020-04-24,73.08,6.85,,10.31,105.11,68.5,14.86,10.19,13.45,67.53,,1.587,12.79,28.56,85.7,4.5559,31.01,31.47,32.98,32.79,31.91,32.22,22.48,,21.69,12.17,162.09,3.4135,43.15,84.81
2020-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-27,73.56,7.06,,10.02,106.32,68.55,15.31,10.63,13.76,68.41,,1.6505,12.9,29.86,86.51,5.0596,31.57,32.03,33.57,33.37,32.49,32.8,23.44,,23.11,12.67,165.75,3.6975,43.55,84.59
2020-04-28,72.79,7.51,,11.26,108.13,67.44,15.46,10.82,13.81,66.85,,1.6902,12.86,30.81,83.33,5.4935,31.16,31.63,33.14,32.94,32.07,32.38,23.53,,24.44,12.75,164.76,4.0745,42.95,84.81
2020-04-29,75.95,8.3,,12.63,111.65,69.66,15.98,11.38,14.23,67.66,,1.7378,13.05,32.49,84.08,5.7724,32.08,32.56,34.12,33.91,33.02,33.33,24.32,,25.82,13.81,173.26,4.2914,44.39,84.84
2020-04-30,73.96,7.81,,12.01,108.08,71.12,15.53,11.05,13.91,66.4,,1.706,12.99,31.17,83.9,5.7337,31.95,32.41,33.98,33.78,32.87,33.19,22.85,,23.36,13.31,171.07,4.0022,44.42,84.81
2020-05-01,71.6,7.37,,10.64,104.22,69.98,14.96,10.68,13.49,66.92,,1.6584,12.78,30.04,81.86,5.509,31.06,31.52,33.03,32.84,31.96,32.27,21.98,,22.48,11.89,166.36,4.0073,43.32,85.58
2020-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-04,71.93,7.47,,9.82,107.36,70.97,14.99,10.63,13.49,66.13,,1.706,12.81,29.25,81.85,5.168,31.64,32.11,33.66,33.46,32.57,32.88,22.63,,22.38,11.93,165.85,3.9454,43.71,85.63
2020-05-05,73.68,7.48,,9.51,108.33,72.04,15.08,10.65,13.56,68.96,,1.706,12.88,29.11,84.76,4.8814,32.28,32.76,34.34,34.14,33.23,33.55,22.57,,22.75,12.56,167.78,3.8369,44.35,85.61
2020-05-06,75.13,7.38,,9.25,108.3,72.78,14.97,10.47,13.37,69.0,,1.6664,12.85,28.07,82.98,4.5792,32.5,32.97,34.57,34.36,33.45,33.77,22.27,,25.56,13.1,166.63,3.6975,44.37,85.57
2020-05-07,75.73,7.17,,9.54,106.91,73.53,15.2,10.68,13.56,68.03,,1.587,12.91,28.54,85.64,4.6644,33.14,33.63,35.26,35.05,34.11,34.44,23.5,,25.81,14.73,172.85,3.8989,45.13,85.89
2020-05-08,76.9,7.73,,10.14,111.6,75.28,15.62,11.09,13.93,67.82,,1.706,13.06,30.28,85.37,4.9433,33.67,34.16,35.82,35.6,34.66,34.98,24.68,,26.25,15.55,174.19,3.8472,45.61,85.98
2020-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-11,78.41,7.44,,10.1,112.57,76.47,15.53,10.88,13.79,71.01,,1.6584,13.07,30.46,87.53,4.6799,33.89,34.4,36.06,35.84,34.89,35.22,24.02,,27.01,17.95,173.44,3.6923,45.95,85.83
2020-05-12,77.04,6.98,,9.65,111.29,75.59,15.03,10.51,13.5,73.08,,1.6029,12.92,28.98,85.46,4.463,33.38,33.87,35.52,35.3,34.36,34.69,22.49,,26.01,18.68,171.56,3.4806,45.07,85.97
2020-05-13,77.34,6.69,,9.11,106.58,74.68,14.56,10.1,13.15,71.79,,1.5394,12.8,26.81,83.97,4.2305,33.02,33.5,35.13,34.92,33.99,34.31,21.15,,24.71,16.76,167.2,3.2534,44.46,86.05
2020-05-14,78.76,6.52,,9.15,108.27,75.14,14.78,10.16,13.38,72.66,,1.6187,12.89,27.49,83.62,4.308,33.4,33.89,35.55,35.33,34.39,34.71,21.73,,25.1,20.01,166.27,3.2534,44.79,86.08
2020-05-15,78.72,6.38,,9.04,112.68,74.69,14.83,10.26,13.4,73.28,,1.6029,12.91,28.53,81.9,4.339,33.84,34.35,36.01,35.8,34.84,35.17,21.85,,23.52,19.57,169.86,3.1811,45.12,86.06
2020-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-18,80.71,7.47,,9.87,117.19,76.45,15.63,10.95,13.99,73.89,,1.6902,13.13,29.45,82.25,4.7884,34.16,34.67,36.36,36.14,35.17,35.5,23.16,,23.95,21.2,178.06,3.6149,46.07,85.78
2020-05-19,79.08,7.41,,9.64,121.4,76.01,15.46,10.74,13.79,73.67,,1.6584,13.03,28.8,80.38,4.5792,34.23,34.74,36.43,36.21,35.24,35.58,23.09,,24.73,21.9,175.6,3.6045,45.82,85.94
2020-05-20,78.83,8.0,,9.87,121.31,77.49,15.84,11.07,14.0,73.66,,1.7219,13.16,29.54,82.08,4.6877,34.98,35.5,37.23,37.0,36.0,36.36,25.24,,25.33,18.36,180.3,3.7026,46.71,85.89
2020-05-21,77.9,7.93,,9.89,120.48,76.91,15.87,11.07,13.95,75.14,,1.6902,13.11,29.44,82.36,4.6257,34.77,35.29,37.01,36.79,35.8,36.14,26.1,,24.84,18.17,178.75,3.6562,46.27,85.9
2020-05-22,81.99,7.86,,9.7,119.31,77.41,16.0,11.1,13.93,74.4,,1.6981,13.14,29.45,83.34,4.7341,34.95,35.46,37.2,36.97,35.97,36.33,26.91,,25.0,17.62,178.94,3.7181,46.52,85.86
2020-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
