Symbol,n_change,n_gain,gain_ratio,relative_change,t,t_gain_sign,t_gain_sign_ratio,t_relative_change,t_harmonic_mean,t_rank_harmonic_mean,start_date,end_date,date_trailing_end
HDCVX,380,199,0.52,0.31000000000000005,60,40,0.67,0.15929203539823034,0.3173,1425,2024-01-02,2025-07-10,2025-04-14
TEBRX,380,211,0.56,0.31000000000000005,60,39,0.65,0.15929203539823034,0.3173,1425,2024-01-02,2025-07-10,2025-04-14
IGISX,380,205,0.54,0.31000000000000005,60,36,0.6,0.15929203539823034,0.3172,1429,2024-01-02,2025-07-10,2025-04-14
IGLGX,380,200,0.53,0.31000000000000005,60,37,0.62,0.15929203539823034,0.3172,1429,2024-01-02,2025-07-10,2025-04-14
PDEQX,380,207,0.54,0.31000000000000005,60,33,0.55,0.15929203539823034,0.3171,1431,2024-01-02,2025-07-10,2025-04-14
IAVGX,380,204,0.54,0.31000000000000005,60,35,0.58,0.15929203539823034,0.3171,1431,2024-01-02,2025-07-10,2025-04-14
PDEZX,380,207,0.54,0.31000000000000005,60,32,0.53,0.15929203539823034,0.317,1433,2024-01-02,2025-07-10,2025-04-14
PDEAX,380,206,0.54,0.31000000000000005,60,32,0.53,0.15929203539823034,0.317,1433,2024-01-02,2025-07-10,2025-04-14
TROW,380,198,0.52,0.020000000000000018,60,36,0.6,0.15909090909090917,0.3168,1435,2024-01-02,2025-07-10,2025-04-14
TTMIX,380,219,0.58,0.53,60,35,0.58,0.15909090909090895,0.3167,1436,2024-01-02,2025-07-10,2025-04-14
WBVRX,380,187,0.49,0.020000000000000018,60,33,0.55,0.15909090909090917,0.3167,1436,2024-01-02,2025-07-10,2025-04-14
WBVNX,380,187,0.49,0.020000000000000018,60,32,0.53,0.15909090909090917,0.3166,1438,2024-01-02,2025-07-10,2025-04-14
ICSCX,380,184,0.48,0.020000000000000018,60,32,0.53,0.15909090909090917,0.3166,1438,2024-01-02,2025-07-10,2025-04-14
PWJRX,380,203,0.53,0.24,60,39,0.65,0.1588785046728971,0.3165,1440,2024-01-02,2025-07-10,2025-04-14
VFMFX,380,199,0.52,0.24,60,36,0.6,0.1588785046728971,0.3164,1441,2024-01-02,2025-07-10,2025-04-14
AFDAX,380,208,0.55,0.24,60,34,0.57,0.1588785046728971,0.3163,1442,2024-01-02,2025-07-10,2025-04-14
NECOX,380,201,0.53,0.24,60,34,0.57,0.1588785046728971,0.3163,1442,2024-01-02,2025-07-10,2025-04-14
AFDRX,380,210,0.55,0.24,60,34,0.57,0.1588785046728971,0.3163,1442,2024-01-02,2025-07-10,2025-04-14
BPTIX,380,198,0.52,0.24,60,33,0.55,0.1588785046728971,0.3162,1445,2024-01-02,2025-07-10,2025-04-14
BPTUX,380,198,0.52,0.24,60,33,0.55,0.1588785046728971,0.3162,1445,2024-01-02,2025-07-10,2025-04-14
BPTRX,380,198,0.52,0.24,60,33,0.55,0.1588785046728971,0.3162,1445,2024-01-02,2025-07-10,2025-04-14
SGFCX,380,216,0.57,0.45999999999999996,60,38,0.63,0.1587301587301586,0.3161,1448,2024-01-02,2025-07-10,2025-04-14
FMDCX,380,196,0.52,0.16999999999999993,60,34,0.57,0.15841584158415833,0.3154,1449,2024-01-02,2025-07-10,2025-04-14
LNC,380,208,0.55,0.3899999999999999,60,33,0.55,0.15833333333333321,0.3152,1450,2024-01-02,2025-07-10,2025-04-14
AGIZX,380,222,0.58,0.32000000000000006,60,40,0.67,0.1578947368421053,0.3145,1451,2024-01-02,2025-07-10,2025-04-14
AIGOX,380,214,0.56,0.32000000000000006,60,38,0.63,0.1578947368421053,0.3145,1451,2024-01-02,2025-07-10,2025-04-14
NMIAX,380,207,0.54,0.32000000000000006,60,36,0.6,0.1578947368421053,0.3144,1453,2024-01-02,2025-07-10,2025-04-14
NGISX,380,207,0.54,0.32000000000000006,60,36,0.6,0.1578947368421053,0.3144,1453,2024-01-02,2025-07-10,2025-04-14
IIVGX,380,206,0.54,0.32000000000000006,60,36,0.6,0.1578947368421053,0.3144,1453,2024-01-02,2025-07-10,2025-04-14
CVX,380,214,0.56,0.10000000000000009,60,34,0.57,0.1578947368421053,0.3143,1456,2024-01-02,2025-07-10,2025-04-14
AGVDX,380,206,0.54,0.25,60,40,0.67,0.15740740740740744,0.3136,1457,2024-01-02,2025-07-10,2025-04-14
RGLAX,380,206,0.54,0.25,60,40,0.67,0.15740740740740744,0.3136,1457,2024-01-02,2025-07-10,2025-04-14
RGLBX,380,209,0.55,0.25,60,41,0.68,0.15740740740740744,0.3136,1457,2024-01-02,2025-07-10,2025-04-14
CGVBX,380,205,0.54,0.25,60,40,0.67,0.15740740740740744,0.3136,1457,2024-01-02,2025-07-10,2025-04-14
FEYAX,380,208,0.55,0.25,60,41,0.68,0.15740740740740744,0.3136,1457,2024-01-02,2025-07-10,2025-04-14
BCSFX,380,188,0.49,0.25,60,37,0.62,0.15740740740740744,0.3135,1462,2024-01-02,2025-07-10,2025-04-14
PWJZX,380,199,0.52,0.25,60,38,0.63,0.15740740740740744,0.3135,1462,2024-01-02,2025-07-10,2025-04-14
BCSVX,380,189,0.5,0.25,60,37,0.62,0.15740740740740744,0.3135,1462,2024-01-02,2025-07-10,2025-04-14
AFYDX,380,209,0.55,0.25,60,34,0.57,0.15740740740740744,0.3134,1465,2024-01-02,2025-07-10,2025-04-14
DFMAX,380,211,0.56,0.25,60,35,0.58,0.15740740740740744,0.3134,1465,2024-01-02,2025-07-10,2025-04-14
FGFLX,380,203,0.53,0.25,60,34,0.57,0.15740740740740744,0.3134,1465,2024-01-02,2025-07-10,2025-04-14
FGRSX,380,204,0.54,0.25,60,34,0.57,0.15740740740740744,0.3134,1465,2024-01-02,2025-07-10,2025-04-14
AFEDX,380,208,0.55,0.25,60,34,0.57,0.15740740740740744,0.3134,1465,2024-01-02,2025-07-10,2025-04-14
AFDIX,380,209,0.55,0.25,60,34,0.57,0.15740740740740744,0.3134,1465,2024-01-02,2025-07-10,2025-04-14
VIRT,380,215,0.57,1.2799999999999998,60,36,0.6,0.15736040609137047,0.3134,1465,2024-01-02,2025-07-10,2025-04-14
NEFOX,380,205,0.54,0.25,60,35,0.58,0.15740740740740744,0.3134,1465,2024-01-02,2025-07-10,2025-04-14
AFEIX,380,208,0.55,0.25,60,34,0.57,0.15740740740740744,0.3134,1465,2024-01-02,2025-07-10,2025-04-14
AFDGX,380,210,0.55,0.25,60,34,0.57,0.15740740740740744,0.3134,1465,2024-01-02,2025-07-10,2025-04-14
DFMIX,380,210,0.55,0.25,60,35,0.58,0.15740740740740744,0.3134,1465,2024-01-02,2025-07-10,2025-04-14
DGIFX,380,201,0.53,0.25,60,36,0.6,0.15740740740740744,0.3134,1465,2024-01-02,2025-07-10,2025-04-14
SVFKX,380,196,0.52,0.030000000000000027,60,31,0.52,0.1573033707865168,0.313,1477,2024-01-02,2025-07-10,2025-04-14
MCIMX,380,191,0.5,0.17999999999999994,60,34,0.57,0.1568627450980391,0.3123,1478,2024-01-02,2025-07-10,2025-04-14
STLD,380,189,0.5,0.17999999999999994,60,33,0.55,0.1568627450980391,0.3122,1479,2024-01-02,2025-07-10,2025-04-14
PNGYX,380,216,0.57,0.33000000000000007,60,42,0.7,0.156521739130435,0.3119,1480,2024-01-02,2025-07-10,2025-04-14
HDDVX,380,204,0.54,0.33000000000000007,60,39,0.65,0.156521739130435,0.3118,1481,2024-01-02,2025-07-10,2025-04-14
HDTVX,380,205,0.54,0.33000000000000007,60,40,0.67,0.156521739130435,0.3118,1481,2024-01-02,2025-07-10,2025-04-14
HDRVX,380,201,0.53,0.33000000000000007,60,40,0.67,0.156521739130435,0.3118,1481,2024-01-02,2025-07-10,2025-04-14
HDIVX,380,203,0.53,0.33000000000000007,60,40,0.67,0.156521739130435,0.3118,1481,2024-01-02,2025-07-10,2025-04-14
PMYCX,380,213,0.56,0.33000000000000007,60,36,0.6,0.156521739130435,0.3117,1485,2024-01-02,2025-07-10,2025-04-14
CRMMX,380,201,0.53,0.1100000000000001,60,35,0.58,0.15625000000000022,0.3111,1486,2024-01-02,2025-07-10,2025-04-14
UBVCX,380,198,0.52,0.1100000000000001,60,34,0.57,0.15625000000000022,0.3111,1486,2024-01-02,2025-07-10,2025-04-14
CRIMX,380,199,0.52,0.1100000000000001,60,35,0.58,0.15625000000000022,0.3111,1486,2024-01-02,2025-07-10,2025-04-14
GWGIX,380,188,0.49,0.1100000000000001,60,32,0.53,0.15625000000000022,0.311,1489,2024-01-02,2025-07-10,2025-04-14
GWGZX,380,189,0.5,0.1100000000000001,60,31,0.52,0.15625000000000022,0.3109,1490,2024-01-02,2025-07-10,2025-04-14
SFNNX,380,210,0.55,0.26,60,44,0.73,0.15596330275229353,0.3108,1491,2024-01-02,2025-07-10,2025-04-14
AGVFX,380,205,0.54,0.26,60,39,0.65,0.15596330275229353,0.3107,1492,2024-01-02,2025-07-10,2025-04-14
CGVYX,380,206,0.54,0.26,60,40,0.67,0.15596330275229353,0.3107,1492,2024-01-02,2025-07-10,2025-04-14
CGVEX,380,206,0.54,0.26,60,39,0.65,0.15596330275229353,0.3107,1492,2024-01-02,2025-07-10,2025-04-14
AGVEX,380,206,0.54,0.26,60,40,0.67,0.15596330275229353,0.3107,1492,2024-01-02,2025-07-10,2025-04-14
RGLEX,380,207,0.54,0.26,60,40,0.67,0.15596330275229353,0.3107,1492,2024-01-02,2025-07-10,2025-04-14
AFEGX,380,209,0.55,0.26,60,34,0.57,0.15596330275229353,0.3105,1497,2024-01-02,2025-07-10,2025-04-14
PVIVX,380,194,0.51,0.040000000000000036,60,33,0.55,0.15555555555555567,0.3097,1498,2024-01-02,2025-07-10,2025-04-14
GTSCX,380,185,0.49,0.040000000000000036,60,33,0.55,0.15555555555555567,0.3097,1498,2024-01-02,2025-07-10,2025-04-14
SVFYX,380,197,0.52,0.040000000000000036,60,31,0.52,0.15555555555555567,0.3096,1500,2024-01-02,2025-07-10,2025-04-14
CMCRX,380,198,0.52,0.18999999999999995,60,36,0.6,0.15533980582524265,0.3093,1501,2024-01-02,2025-07-10,2025-04-14
MMIJX,380,188,0.49,0.18999999999999995,60,34,0.57,0.15533980582524265,0.3093,1501,2024-01-02,2025-07-10,2025-04-14
CMJAX,380,199,0.52,0.18999999999999995,60,36,0.6,0.15533980582524265,0.3093,1501,2024-01-02,2025-07-10,2025-04-14
CMJIX,380,199,0.52,0.18999999999999995,60,36,0.6,0.15533980582524265,0.3093,1501,2024-01-02,2025-07-10,2025-04-14
MYIMX,380,191,0.5,0.18999999999999995,60,34,0.57,0.15533980582524265,0.3093,1501,2024-01-02,2025-07-10,2025-04-14
BIIEX,380,189,0.5,0.3400000000000001,60,39,0.65,0.15517241379310365,0.3091,1506,2024-01-02,2025-07-10,2025-04-14
BIEAX,380,189,0.5,0.3400000000000001,60,38,0.63,0.15517241379310365,0.3091,1506,2024-01-02,2025-07-10,2025-04-14
BIERX,380,193,0.51,0.3400000000000001,60,40,0.67,0.15517241379310365,0.3091,1506,2024-01-02,2025-07-10,2025-04-14
PMYAX,380,215,0.57,0.3400000000000001,60,36,0.6,0.15517241379310365,0.309,1509,2024-01-02,2025-07-10,2025-04-14
RRCOX,380,217,0.57,0.3400000000000001,60,37,0.62,0.15517241379310365,0.309,1509,2024-01-02,2025-07-10,2025-04-14
RMAX,380,172,0.45,-0.32999999999999996,60,32,0.53,0.15517241379310365,0.3088,1511,2024-01-02,2025-07-10,2025-04-14
MCO,380,208,0.55,0.3400000000000001,60,30,0.5,0.15517241379310365,0.3087,1512,2024-01-02,2025-07-10,2025-04-14
TDG,380,215,0.57,0.6399999999999999,60,37,0.62,0.15492957746478875,0.3086,1513,2024-01-02,2025-07-10,2025-04-14
CDHAX,380,217,0.57,0.27,60,43,0.72,0.15454545454545454,0.308,1514,2024-01-02,2025-07-10,2025-04-14
FTFFX,380,204,0.54,0.27,60,41,0.68,0.15454545454545454,0.3079,1515,2024-01-02,2025-07-10,2025-04-14
APHDX,380,202,0.53,0.27,60,40,0.67,0.15454545454545454,0.3079,1515,2024-01-02,2025-07-10,2025-04-14
VRSN,380,202,0.53,0.41999999999999993,60,37,0.62,0.15447154471544722,0.3077,1517,2024-01-02,2025-07-10,2025-04-14
PM,380,227,0.6,1.02,60,39,0.65,0.15428571428571436,0.3074,1518,2024-01-02,2025-07-10,2025-04-14
DUSLX,380,208,0.55,0.3500000000000001,60,38,0.63,0.15384615384615397,0.3065,1519,2024-01-02,2025-07-10,2025-04-14
AFCLX,380,202,0.53,0.19999999999999996,60,38,0.63,0.15384615384615374,0.3065,1519,2024-01-02,2025-07-10,2025-04-14
APSGX,380,194,0.51,0.050000000000000044,60,38,0.63,0.15384615384615397,0.3065,1519,2024-01-02,2025-07-10,2025-04-14
PORTX,380,201,0.53,0.19999999999999996,60,39,0.65,0.15384615384615374,0.3065,1519,2024-01-02,2025-07-10,2025-04-14
PRCOX,380,216,0.57,0.3500000000000001,60,37,0.62,0.15384615384615397,0.3064,1523,2024-01-02,2025-07-10,2025-04-14
PARWX,380,206,0.54,0.19999999999999996,60,37,0.62,0.15384615384615374,0.3064,1523,2024-01-02,2025-07-10,2025-04-14
PAWAX,380,208,0.55,0.3500000000000001,60,36,0.6,0.15384615384615397,0.3064,1523,2024-01-02,2025-07-10,2025-04-14
PFPWX,380,203,0.53,0.19999999999999996,60,36,0.6,0.15384615384615374,0.3064,1523,2024-01-02,2025-07-10,2025-04-14
SSEAX,380,219,0.58,0.28,60,42,0.7,0.15315315315315314,0.3052,1527,2024-01-02,2025-07-10,2025-04-14
FIJPX,380,209,0.55,0.28,60,43,0.72,0.15315315315315314,0.3052,1527,2024-01-02,2025-07-10,2025-04-14
FIFFX,380,208,0.55,0.28,60,41,0.68,0.15315315315315314,0.3052,1527,2024-01-02,2025-07-10,2025-04-14
FKGLX,380,205,0.54,0.28,60,41,0.68,0.15315315315315314,0.3052,1527,2024-01-02,2025-07-10,2025-04-14
NAIGX,380,207,0.54,0.28,60,39,0.65,0.15315315315315314,0.3051,1531,2024-01-02,2025-07-10,2025-04-14
GCLLX,380,194,0.51,0.28,60,35,0.58,0.15315315315315314,0.305,1532,2024-01-02,2025-07-10,2025-04-14
MRGHX,380,212,0.56,0.28,60,37,0.62,0.15315315315315314,0.305,1532,2024-01-02,2025-07-10,2025-04-14
MRGAX,380,212,0.56,0.28,60,37,0.62,0.15315315315315314,0.305,1532,2024-01-02,2025-07-10,2025-04-14
HFQSX,380,194,0.51,0.28,60,37,0.62,0.15315315315315314,0.305,1532,2024-01-02,2025-07-10,2025-04-14
BREFX,380,204,0.54,0.1299999999999999,60,37,0.62,0.15306122448979576,0.3049,1536,2024-01-02,2025-07-10,2025-04-14
SW,380,151,0.4,0.28,60,33,0.55,0.15315315315315314,0.3049,1536,2024-01-02,2025-07-10,2025-04-14
PMEGX,380,210,0.55,0.1299999999999999,60,39,0.65,0.15306122448979576,0.3049,1536,2024-01-02,2025-07-10,2025-04-14
PSCJX,380,201,0.53,0.1299999999999999,60,35,0.58,0.15306122448979576,0.3048,1539,2024-01-02,2025-07-10,2025-04-14
PSCZX,380,199,0.52,0.1299999999999999,60,34,0.57,0.15306122448979576,0.3048,1539,2024-01-02,2025-07-10,2025-04-14
MMBUX,380,188,0.49,0.1299999999999999,60,35,0.58,0.15306122448979576,0.3048,1539,2024-01-02,2025-07-10,2025-04-14
PJSQX,380,199,0.52,0.1299999999999999,60,34,0.57,0.15306122448979576,0.3048,1539,2024-01-02,2025-07-10,2025-04-14
BHR-PB,380,186,0.49,0.1299999999999999,60,33,0.55,0.15306122448979576,0.3047,1543,2024-01-02,2025-07-10,2025-04-14
VASVX,380,200,0.53,0.1299999999999999,60,33,0.55,0.15306122448979576,0.3047,1543,2024-01-02,2025-07-10,2025-04-14
FTVCX,380,197,0.52,0.1299999999999999,60,33,0.55,0.15306122448979576,0.3047,1543,2024-01-02,2025-07-10,2025-04-14
APDYX,380,206,0.54,0.51,60,37,0.62,0.15267175572519087,0.3041,1546,2024-01-02,2025-07-10,2025-04-14
APHYX,380,206,0.54,0.51,60,37,0.62,0.15267175572519087,0.3041,1546,2024-01-02,2025-07-10,2025-04-14
TIBMX,380,217,0.57,0.3600000000000001,60,43,0.72,0.15254237288135597,0.304,1548,2024-01-02,2025-07-10,2025-04-14
TIBAX,380,213,0.56,0.3600000000000001,60,42,0.7,0.15254237288135597,0.304,1548,2024-01-02,2025-07-10,2025-04-14
FIXIX,380,210,0.55,0.20999999999999996,60,42,0.7,0.15238095238095228,0.3037,1550,2024-01-02,2025-07-10,2025-04-14
PORIX,380,201,0.53,0.20999999999999996,60,39,0.65,0.15238095238095228,0.3036,1551,2024-01-02,2025-07-10,2025-04-14
FISMX,380,209,0.55,0.20999999999999996,60,41,0.68,0.15238095238095228,0.3036,1551,2024-01-02,2025-07-10,2025-04-14
FIQIX,380,209,0.55,0.20999999999999996,60,41,0.68,0.15238095238095228,0.3036,1551,2024-01-02,2025-07-10,2025-04-14
AFCMX,380,201,0.53,0.20999999999999996,60,38,0.63,0.15238095238095228,0.3035,1554,2024-01-02,2025-07-10,2025-04-14
JDMRX,380,205,0.54,0.20999999999999996,60,36,0.6,0.15238095238095228,0.3035,1554,2024-01-02,2025-07-10,2025-04-14
JGRCX,380,205,0.54,0.20999999999999996,60,36,0.6,0.15238095238095228,0.3035,1554,2024-01-02,2025-07-10,2025-04-14
LZUOX,380,206,0.54,0.20999999999999996,60,36,0.6,0.15238095238095228,0.3035,1554,2024-01-02,2025-07-10,2025-04-14
EXEYX,380,198,0.52,0.20999999999999996,60,35,0.58,0.15238095238095228,0.3034,1558,2024-01-02,2025-07-10,2025-04-14
RIVSX,380,189,0.5,0.06000000000000005,60,32,0.53,0.15217391304347827,0.3029,1559,2024-01-02,2025-07-10,2025-04-14
IFPUX,380,211,0.56,0.43999999999999995,60,36,0.6,0.1519999999999999,0.3027,1560,2024-01-02,2025-07-10,2025-04-14
LIVAX,380,207,0.54,0.29000000000000004,60,40,0.67,0.1517857142857142,0.3024,1561,2024-01-02,2025-07-10,2025-04-14
TEURX,380,215,0.57,0.29000000000000004,60,39,0.65,0.1517857142857142,0.3024,1561,2024-01-02,2025-07-10,2025-04-14
GALLX,380,193,0.51,0.29000000000000004,60,36,0.6,0.1517857142857142,0.3023,1563,2024-01-02,2025-07-10,2025-04-14
GRLLX,380,196,0.52,0.29000000000000004,60,36,0.6,0.1517857142857142,0.3023,1563,2024-01-02,2025-07-10,2025-04-14
BREIX,380,202,0.53,0.1399999999999999,60,37,0.62,0.15151515151515138,0.3018,1565,2024-01-02,2025-07-10,2025-04-14
RBCN,380,110,0.29,2.03,60,19,0.32,0.15209125475285168,0.3018,1565,2024-01-02,2025-07-10,2025-04-14
BREUX,380,202,0.53,0.1399999999999999,60,37,0.62,0.15151515151515138,0.3018,1565,2024-01-02,2025-07-10,2025-04-14
FCGCX,380,208,0.55,0.1399999999999999,60,34,0.57,0.15151515151515138,0.3017,1568,2024-01-02,2025-07-10,2025-04-14
FTVNX,380,196,0.52,0.1399999999999999,60,34,0.57,0.15151515151515138,0.3017,1568,2024-01-02,2025-07-10,2025-04-14
PRMTX,380,219,0.58,0.52,60,35,0.58,0.15151515151515138,0.3017,1568,2024-01-02,2025-07-10,2025-04-14
OTEX,380,199,0.52,-0.24,60,35,0.58,0.15151515151515138,0.3017,1568,2024-01-02,2025-07-10,2025-04-14
FTVAX,380,196,0.52,0.1399999999999999,60,33,0.55,0.15151515151515138,0.3016,1572,2024-01-02,2025-07-10,2025-04-14
FSTLX,380,207,0.54,0.3700000000000001,60,36,0.6,0.1512605042016808,0.3013,1573,2024-01-02,2025-07-10,2025-04-14
DODWX,380,208,0.55,0.21999999999999997,60,40,0.67,0.15094339622641506,0.3008,1574,2024-01-02,2025-07-10,2025-04-14
VIESX,380,194,0.51,0.21999999999999997,60,38,0.63,0.15094339622641506,0.3007,1575,2024-01-02,2025-07-10,2025-04-14
HULEX,380,200,0.53,0.21999999999999997,60,38,0.63,0.15094339622641506,0.3007,1575,2024-01-02,2025-07-10,2025-04-14
FIAGX,380,201,0.53,0.21999999999999997,60,37,0.62,0.15094339622641506,0.3007,1575,2024-01-02,2025-07-10,2025-04-14
AIVCX,380,203,0.53,0.21999999999999997,60,39,0.65,0.15094339622641506,0.3007,1575,2024-01-02,2025-07-10,2025-04-14
SVLCX,380,200,0.53,0.21999999999999997,60,37,0.62,0.15094339622641506,0.3007,1575,2024-01-02,2025-07-10,2025-04-14
RIVDX,380,201,0.53,0.21999999999999997,60,39,0.65,0.15094339622641506,0.3007,1575,2024-01-02,2025-07-10,2025-04-14
AFCGX,380,204,0.54,0.21999999999999997,60,38,0.63,0.15094339622641506,0.3007,1575,2024-01-02,2025-07-10,2025-04-14
FZAJX,380,204,0.54,0.21999999999999997,60,38,0.63,0.15094339622641506,0.3007,1575,2024-01-02,2025-07-10,2025-04-14
RIVAX,380,201,0.53,0.21999999999999997,60,39,0.65,0.15094339622641506,0.3007,1575,2024-01-02,2025-07-10,2025-04-14
FIGFX,380,204,0.54,0.21999999999999997,60,38,0.63,0.15094339622641506,0.3007,1575,2024-01-02,2025-07-10,2025-04-14
FIIIX,380,204,0.54,0.21999999999999997,60,38,0.63,0.15094339622641506,0.3007,1575,2024-01-02,2025-07-10,2025-04-14
CIVBX,380,205,0.54,0.21999999999999997,60,39,0.65,0.15094339622641506,0.3007,1575,2024-01-02,2025-07-10,2025-04-14
JGRTX,380,205,0.54,0.21999999999999997,60,36,0.6,0.15094339622641506,0.3006,1587,2024-01-02,2025-07-10,2025-04-14
TMDPX,380,199,0.52,0.21999999999999997,60,34,0.57,0.15094339622641506,0.3006,1587,2024-01-02,2025-07-10,2025-04-14
JMGRX,380,207,0.54,0.21999999999999997,60,36,0.6,0.15094339622641506,0.3006,1587,2024-01-02,2025-07-10,2025-04-14
JANEX,380,206,0.54,0.21999999999999997,60,36,0.6,0.15094339622641506,0.3006,1587,2024-01-02,2025-07-10,2025-04-14
JAENX,380,207,0.54,0.21999999999999997,60,35,0.58,0.15094339622641506,0.3006,1587,2024-01-02,2025-07-10,2025-04-14
JDMNX,380,207,0.54,0.21999999999999997,60,36,0.6,0.15094339622641506,0.3006,1587,2024-01-02,2025-07-10,2025-04-14
JDMAX,380,207,0.54,0.21999999999999997,60,36,0.6,0.15094339622641506,0.3006,1587,2024-01-02,2025-07-10,2025-04-14
ALBCX,380,221,0.58,0.30000000000000004,60,40,0.67,0.15044247787610643,0.2998,1594,2024-01-02,2025-07-10,2025-04-14
TEMIX,380,218,0.57,0.30000000000000004,60,38,0.63,0.15044247787610643,0.2997,1595,2024-01-02,2025-07-10,2025-04-14
GILLX,380,199,0.52,0.30000000000000004,60,37,0.62,0.15044247787610643,0.2997,1595,2024-01-02,2025-07-10,2025-04-14
DURPX,380,197,0.52,0.30000000000000004,60,37,0.62,0.15044247787610643,0.2997,1595,2024-01-02,2025-07-10,2025-04-14
GGZPX,380,198,0.52,0.30000000000000004,60,36,0.6,0.15044247787610643,0.2996,1598,2024-01-02,2025-07-10,2025-04-14
GFCUX,380,195,0.51,0.30000000000000004,60,36,0.6,0.15044247787610643,0.2996,1598,2024-01-02,2025-07-10,2025-04-14
TGVIX,380,213,0.56,0.3799999999999999,60,38,0.63,0.1499999999999999,0.2988,1600,2024-01-02,2025-07-10,2025-04-14
TRSSX,380,195,0.51,0.1499999999999999,60,36,0.6,0.1499999999999999,0.2988,1600,2024-01-02,2025-07-10,2025-04-14
TIVRX,380,213,0.56,0.3799999999999999,60,38,0.63,0.1499999999999999,0.2988,1600,2024-01-02,2025-07-10,2025-04-14
PASSX,380,197,0.52,0.1499999999999999,60,37,0.62,0.1499999999999999,0.2988,1600,2024-01-02,2025-07-10,2025-04-14
OTCFX,380,199,0.52,0.1499999999999999,60,37,0.62,0.1499999999999999,0.2988,1600,2024-01-02,2025-07-10,2025-04-14
TMSIX,380,200,0.53,0.1499999999999999,60,36,0.6,0.1499999999999999,0.2988,1600,2024-01-02,2025-07-10,2025-04-14
AFVZX,380,194,0.51,0.1499999999999999,60,34,0.57,0.1499999999999999,0.2987,1606,2024-01-02,2025-07-10,2025-04-14
AFVLX,380,197,0.52,0.1499999999999999,60,34,0.57,0.1499999999999999,0.2987,1606,2024-01-02,2025-07-10,2025-04-14
FFGAX,380,210,0.55,0.1499999999999999,60,34,0.57,0.1499999999999999,0.2987,1606,2024-01-02,2025-07-10,2025-04-14
FFGTX,380,208,0.55,0.1499999999999999,60,34,0.57,0.1499999999999999,0.2987,1606,2024-01-02,2025-07-10,2025-04-14
ITUB,380,179,0.47,0.1499999999999999,60,29,0.48,0.1499999999999999,0.2985,1610,2024-01-02,2025-07-10,2025-04-14
M,380,173,0.46,-0.31000000000000005,60,30,0.5,0.1499999999999999,0.2985,1610,2024-01-02,2025-07-10,2025-04-14
RIVIX,380,203,0.53,0.22999999999999998,60,40,0.67,0.14953271028037385,0.298,1612,2024-01-02,2025-07-10,2025-04-14
RIVKX,380,205,0.54,0.22999999999999998,60,40,0.67,0.14953271028037385,0.298,1612,2024-01-02,2025-07-10,2025-04-14
AIVBX,380,206,0.54,0.22999999999999998,60,40,0.67,0.14953271028037385,0.298,1612,2024-01-02,2025-07-10,2025-04-14
FEYCX,380,207,0.54,0.22999999999999998,60,41,0.68,0.14953271028037385,0.298,1612,2024-01-02,2025-07-10,2025-04-14
CIVAX,380,206,0.54,0.22999999999999998,60,40,0.67,0.14953271028037385,0.298,1612,2024-01-02,2025-07-10,2025-04-14
CIVCX,380,204,0.54,0.22999999999999998,60,39,0.65,0.14953271028037385,0.2979,1617,2024-01-02,2025-07-10,2025-04-14
BWBFX,380,207,0.54,0.22999999999999998,60,39,0.65,0.14953271028037385,0.2979,1617,2024-01-02,2025-07-10,2025-04-14
AIVEX,380,204,0.54,0.22999999999999998,60,39,0.65,0.14953271028037385,0.2979,1617,2024-01-02,2025-07-10,2025-04-14
AMP,380,213,0.56,0.45999999999999996,60,34,0.57,0.14960629921259838,0.2979,1617,2024-01-02,2025-07-10,2025-04-14
FTCVX,380,207,0.54,0.22999999999999998,60,38,0.63,0.14953271028037385,0.2979,1617,2024-01-02,2025-07-10,2025-04-14
SLVRX,380,202,0.53,0.22999999999999998,60,39,0.65,0.14953271028037385,0.2979,1617,2024-01-02,2025-07-10,2025-04-14
FGFCX,380,203,0.53,0.22999999999999998,60,34,0.57,0.14953271028037385,0.2978,1623,2024-01-02,2025-07-10,2025-04-14
MEYWX,380,195,0.51,0.22999999999999998,60,34,0.57,0.14953271028037385,0.2978,1623,2024-01-02,2025-07-10,2025-04-14
VLCGX,380,201,0.53,0.22999999999999998,60,35,0.58,0.14953271028037385,0.2978,1623,2024-01-02,2025-07-10,2025-04-14
MIRGX,380,204,0.54,0.22999999999999998,60,35,0.58,0.14953271028037385,0.2978,1623,2024-01-02,2025-07-10,2025-04-14
PIGRX,380,213,0.56,0.31000000000000005,60,40,0.67,0.1491228070175441,0.2971,1627,2024-01-02,2025-07-10,2025-04-14
ALBAX,380,222,0.58,0.31000000000000005,60,40,0.67,0.1491228070175441,0.2971,1627,2024-01-02,2025-07-10,2025-04-14
TEQCX,380,207,0.54,0.31000000000000005,60,36,0.6,0.1491228070175441,0.297,1629,2024-01-02,2025-07-10,2025-04-14
BUFOX,380,187,0.49,0.08000000000000007,60,34,0.57,0.14893617021276606,0.2966,1630,2024-01-02,2025-07-10,2025-04-14
BUIOX,380,188,0.49,0.08000000000000007,60,35,0.58,0.14893617021276606,0.2966,1630,2024-01-02,2025-07-10,2025-04-14
MUOAX,380,213,0.56,0.3899999999999999,60,38,0.63,0.14876033057851235,0.2964,1632,2024-01-02,2025-07-10,2025-04-14
