Symbol,n_change,n_gain,gain_ratio,relative_change,t,t_gain_sign,t_gain_sign_ratio,t_relative_change,t_harmonic_mean,t_rank_harmonic_mean
TEL,406,217,0.53,0.5,60,37,0.62,0.27118644067796627,0.5384,165
ILMN,406,201,0.5,-0.25,60,35,0.58,0.27118644067796627,0.5382,166
AX,406,201,0.5,0.6000000000000001,60,33,0.55,0.26984126984127,0.5353,167
FSELX,406,221,0.54,0.79,60,36,0.6,0.26950354609929095,0.535,168
FELAX,406,221,0.54,0.79,60,36,0.6,0.26950354609929095,0.535,168
FELIX,406,221,0.54,0.79,60,36,0.6,0.26950354609929095,0.535,168
MRVL,406,212,0.52,0.32000000000000006,60,33,0.55,0.26923076923076916,0.5341,171
TPR,406,217,0.53,1.7400000000000002,60,37,0.62,0.2685185185185186,0.5332,172
BWA,406,216,0.53,0.17999999999999994,60,31,0.52,0.26881720430107503,0.533,173
DDD,406,169,0.42,-0.6699999999999999,60,26,0.43,0.26923076923076916,0.5329,174
FELCX,406,221,0.54,0.76,60,36,0.6,0.26618705035971235,0.5285,175
MU,406,215,0.53,0.48,60,34,0.57,0.2649572649572651,0.5258,176
TBBK,406,219,0.54,0.72,60,36,0.6,0.2647058823529411,0.5255,177
DKNG,406,213,0.52,0.3400000000000001,60,35,0.58,0.26415094339622636,0.5243,178
LNC,406,224,0.55,0.6399999999999999,60,34,0.57,0.2615384615384615,0.5191,179
IX,406,214,0.53,0.3999999999999999,60,38,0.63,0.26126126126126104,0.519,180
CHRW,406,206,0.51,0.44999999999999996,60,30,0.5,0.26086956521739135,0.5172,181
BBVA,406,228,0.56,1.2400000000000002,60,34,0.57,0.258426966292135,0.513,182
MHK,406,202,0.5,0.21999999999999997,60,32,0.53,0.25773195876288657,0.5113,183
IDCC,406,220,0.54,1.5899999999999999,60,31,0.52,0.25728155339805814,0.5103,184
TARS,406,201,0.5,1.69,60,30,0.5,0.2570093457943925,0.5097,185
INGN,406,189,0.47,0.32000000000000006,60,26,0.43,0.2571428571428571,0.5092,186
CMCM,406,198,0.49,1.31,60,31,0.52,0.25543478260869557,0.5067,187
LEN,406,203,0.5,-0.06000000000000005,60,32,0.53,0.2533333333333332,0.5027,188
RMAX,406,186,0.46,-0.30000000000000004,60,33,0.55,0.24999999999999978,0.4962,189
TSM,406,218,0.54,1.4,60,33,0.55,0.25,0.4962,189
PBPB,406,190,0.47,0.25,60,30,0.5,0.25,0.4959,191
AEO,406,194,0.48,-0.35,60,27,0.45,0.25,0.4954,192
RYCCX,406,230,0.57,0.71,60,36,0.6,0.24817518248175174,0.493,193
DAL,406,204,0.5,0.51,60,31,0.52,0.24793388429752072,0.4919,194
VAL,406,201,0.5,-0.33999999999999997,60,34,0.57,0.24528301886792447,0.4871,195
DSCSY,406,199,0.49,0.21999999999999997,60,33,0.55,0.24489795918367352,0.4862,196
RYVLX,406,230,0.57,0.73,60,36,0.6,0.24460431654676262,0.4859,197
UOPIX,406,227,0.56,0.73,60,36,0.6,0.24460431654676262,0.4859,197
RYVYX,406,230,0.57,0.73,60,36,0.6,0.24460431654676262,0.4859,197
SYF,406,219,0.54,0.94,60,34,0.57,0.2435897435897436,0.4837,200
ADM,406,201,0.5,-0.13,60,28,0.47,0.24285714285714288,0.4815,201
GS,406,223,0.55,0.95,60,34,0.57,0.2420382165605095,0.4807,202
UOPSX,406,226,0.56,0.7,60,36,0.6,0.24087591240875894,0.4785,203
BX,406,210,0.52,0.3899999999999999,60,32,0.53,0.24107142857142838,0.4785,203
ODC,406,208,0.51,0.75,60,29,0.48,0.24113475177304977,0.4783,205
SNPS,406,212,0.52,0.24,60,32,0.53,0.24,0.4764,206
BTE,406,193,0.48,-0.38,60,27,0.45,0.24,0.4758,207
CMI,406,220,0.54,0.71,60,38,0.63,0.23913043478260887,0.4753,208
META,406,218,0.54,1.2799999999999998,60,31,0.52,0.23913043478260843,0.4746,209
AVIR,406,183,0.45,0.09000000000000008,60,33,0.55,0.23863636363636376,0.4738,210
AMG,406,220,0.54,0.45999999999999996,60,34,0.57,0.23728813559322037,0.4713,211
HOLX,406,205,0.5,-0.06000000000000005,60,30,0.5,0.23684210526315774,0.47,212
PBI,406,196,0.48,1.7200000000000002,60,29,0.48,0.23636363636363633,0.4689,213
MGA,406,210,0.52,-0.20999999999999996,60,34,0.57,0.234375,0.4655,214
DELL,406,214,0.53,0.8999999999999999,60,32,0.53,0.23376623376623362,0.4641,215
PWP,406,208,0.51,0.8500000000000001,60,35,0.58,0.2333333333333334,0.4636,216
NOC,406,220,0.54,0.27,60,38,0.63,0.23300970873786397,0.4632,217
TMO,406,199,0.49,-0.09999999999999998,60,37,0.62,0.23287671232876717,0.4628,218
ALGRX,406,231,0.57,0.97,60,35,0.58,0.23124999999999996,0.4595,219
ALAFX,406,231,0.57,0.97,60,35,0.58,0.23124999999999996,0.4595,219
NMR,406,222,0.55,0.6499999999999999,60,33,0.55,0.23134328358208944,0.4595,219
AMPH,406,186,0.46,-0.52,60,28,0.47,0.23076923076923062,0.4578,222
RYSCX,406,216,0.53,0.3899999999999999,60,32,0.53,0.23008849557522137,0.4569,223
ALZFX,406,231,0.57,0.98,60,35,0.58,0.22981366459627317,0.4566,224
ALGYX,406,231,0.57,0.98,60,35,0.58,0.22981366459627317,0.4566,224
RFL,406,178,0.44,-0.08999999999999997,60,31,0.52,0.22972972972972983,0.4561,226
WFRD,406,204,0.5,-0.41000000000000003,60,30,0.5,0.22916666666666674,0.4549,227
SCICX,406,225,0.55,0.45999999999999996,60,37,0.62,0.2268907563025211,0.451,228
ARQT,406,201,0.5,3.92,60,32,0.53,0.22693266832917702,0.4507,229
ALCFX,406,231,0.57,0.95,60,35,0.58,0.2264150943396226,0.4499,230
CMA,406,208,0.51,0.30000000000000004,60,34,0.57,0.2264150943396226,0.4498,231
RYELX,406,217,0.53,0.4099999999999999,60,32,0.53,0.22608695652173916,0.449,232
RYSAX,406,216,0.53,0.4099999999999999,60,32,0.53,0.22608695652173916,0.449,232
RYSIX,406,217,0.53,0.4099999999999999,60,32,0.53,0.22608695652173916,0.449,232
DH,406,189,0.47,-0.62,60,34,0.57,0.22580645161290325,0.4486,235
HAS,406,218,0.54,0.74,60,36,0.6,0.22535211267605648,0.4479,236
SCIRX,406,227,0.56,0.47,60,37,0.62,0.2250000000000001,0.4473,237
APA,406,210,0.52,-0.4,60,30,0.5,0.22448979591836737,0.4456,238
COIN,406,193,0.48,1.02,60,30,0.5,0.22424242424242435,0.4452,239
APP,406,225,0.55,10.31,60,33,0.55,0.22402597402597402,0.445,240
JKS,406,191,0.47,-0.29000000000000004,60,25,0.42,0.22413793103448287,0.4443,241
IAG,406,217,0.53,2.34,60,34,0.57,0.22344322344322332,0.444,242
CCIZX,406,228,0.56,0.48,60,37,0.62,0.22314049586776852,0.4436,243
CCOYX,406,227,0.56,0.48,60,37,0.62,0.22314049586776852,0.4436,243
SLMCX,406,227,0.56,0.48,60,37,0.62,0.22314049586776852,0.4436,243
SCMIX,406,227,0.56,0.48,60,37,0.62,0.22314049586776852,0.4436,243
SAN,406,231,0.57,1.42,60,37,0.62,0.2222222222222221,0.4418,247
CFG,406,212,0.52,0.54,60,34,0.57,0.22222222222222232,0.4416,248
RPTX,406,168,0.41,-0.78,60,26,0.43,0.22222222222222232,0.4407,249
FSLR,406,200,0.49,0.15999999999999992,60,32,0.53,0.2210526315789474,0.4391,250
CWCO,406,202,0.5,-0.06000000000000005,60,33,0.55,0.22077922077922074,0.4386,251
DK,406,206,0.51,-0.10999999999999999,60,30,0.5,0.2191780821917808,0.4352,252
MFG,406,212,0.52,0.95,60,32,0.53,0.21875,0.4345,253
ASMVF,406,10,0.02,-0.25,60,4,0.07,0.2295081967213115,0.4341,254
VECO,406,193,0.48,-0.21999999999999997,60,28,0.47,0.21875,0.4341,254
RF,406,210,0.52,0.4099999999999999,60,34,0.57,0.21551724137931028,0.4283,256
TSCO,406,219,0.54,0.4099999999999999,60,31,0.52,0.21551724137931028,0.4281,257
CTM,406,183,0.45,2.95,60,28,0.47,0.2153846153846155,0.4275,258
CSGZX,406,226,0.56,0.47,60,37,0.62,0.2148760330578512,0.4273,259
SGTTX,406,226,0.56,0.47,60,37,0.62,0.2148760330578512,0.4273,259
CGTYX,406,227,0.56,0.47,60,37,0.62,0.2148760330578512,0.4273,259
HPE,406,208,0.51,0.30000000000000004,60,32,0.53,0.2149532710280373,0.427,262
DXQLX,406,233,0.57,0.7,60,36,0.6,0.2142857142857144,0.426,263
MLNK,406,194,0.48,-0.15000000000000002,60,26,0.43,0.2142857142857144,0.4251,264
GOOG,406,234,0.58,0.48,60,36,0.6,0.21311475409836067,0.4237,265
IPGP,406,214,0.53,-0.26,60,35,0.58,0.21311475409836067,0.4236,266
NIO,406,185,0.46,-0.43000000000000005,60,28,0.47,0.21276595744680837,0.4223,267
KKR,406,220,0.54,0.77,60,33,0.55,0.21232876712328763,0.4219,268
TIGR,406,193,0.48,1.63,60,28,0.47,0.21198156682027647,0.4208,269
GCI,406,193,0.48,0.78,60,31,0.52,0.2108843537414966,0.4189,270
SHTCX,406,225,0.55,0.43999999999999995,60,37,0.62,0.2100840336134453,0.4178,271
WS,406,199,0.49,0.20999999999999996,60,32,0.53,0.20999999999999996,0.4173,272
NTRS,406,217,0.53,0.56,60,31,0.52,0.20930232558139528,0.4158,273
SGTRX,406,226,0.56,0.44999999999999996,60,37,0.62,0.20833333333333326,0.4143,274
RAIL,406,202,0.5,2.19,60,24,0.4,0.20833333333333326,0.4131,275
GES,406,197,0.49,-0.36,60,33,0.55,0.2075471698113207,0.4125,276
LRCX,406,211,0.52,0.3400000000000001,60,37,0.62,0.2072072072072071,0.4121,277
BTG,406,199,0.49,0.3400000000000001,60,34,0.57,0.2072072072072071,0.4119,278
SHGTX,406,227,0.56,0.45999999999999996,60,37,0.62,0.20661157024793386,0.4109,279
TLK,406,193,0.48,-0.18000000000000005,60,29,0.48,0.2058823529411764,0.4089,280
JBGS,406,210,0.52,0.22999999999999998,60,25,0.42,0.2058823529411764,0.4084,281
STNE,406,192,0.47,-0.12,60,29,0.48,0.20547945205479445,0.4081,282
RIG,406,184,0.45,-0.53,60,28,0.47,0.20512820512820507,0.4073,283
HII,406,215,0.53,0.06000000000000005,60,35,0.58,0.20454545454545459,0.4067,284
RCUS,406,192,0.47,-0.47,60,34,0.57,0.20454545454545459,0.4066,285
GPMT,406,180,0.44,-0.47,60,29,0.48,0.20454545454545459,0.4062,286
WYNN,406,196,0.48,0.17999999999999994,60,27,0.45,0.20408163265306123,0.4051,287
GOOGL,406,231,0.57,0.48,60,36,0.6,0.2032520325203253,0.4042,288
BIPIX,406,203,0.5,-0.10999999999999999,60,31,0.52,0.20270270270270263,0.4028,289
AYI,406,208,0.51,0.55,60,29,0.48,0.20155038759689914,0.4003,290
GCCAX,406,197,0.49,-0.09999999999999998,60,34,0.57,0.19999999999999996,0.3977,291
GCCLX,406,198,0.49,-0.09999999999999998,60,34,0.57,0.19999999999999996,0.3977,291
GCCHX,406,196,0.48,-0.09999999999999998,60,34,0.57,0.19999999999999996,0.3977,291
FAST,406,205,0.5,0.6200000000000001,60,35,0.58,0.19999999999999996,0.3977,291
VNET,406,191,0.47,1.88,60,28,0.47,0.19999999999999996,0.3972,295
IONQ,406,202,0.5,2.31,60,25,0.42,0.1992753623188408,0.3954,296
MTAL,406,195,0.48,0.030000000000000027,60,29,0.48,0.1976744186046513,0.3927,297
DHX,406,180,0.44,-0.15000000000000002,60,32,0.53,0.19718309859154926,0.392,298
FGEMX,406,229,0.56,0.6499999999999999,60,36,0.6,0.19565217391304346,0.3892,299
FGDMX,406,228,0.56,0.6499999999999999,60,36,0.6,0.19565217391304346,0.3892,299
CAKE,406,206,0.51,0.8999999999999999,60,35,0.58,0.19496855345911945,0.3878,301
EZPW,406,197,0.49,0.8400000000000001,60,30,0.5,0.19480519480519476,0.3871,302
FLEX,406,213,0.52,1.15,60,32,0.53,0.19444444444444442,0.3865,303
FGJMX,406,229,0.56,0.6599999999999999,60,36,0.6,0.1942446043165469,0.3864,304
FGKMX,406,228,0.56,0.6599999999999999,60,36,0.6,0.1942446043165469,0.3864,304
FBMPX,406,227,0.56,0.6599999999999999,60,36,0.6,0.1942446043165469,0.3864,304
LGLOX,406,234,0.58,0.73,60,37,0.62,0.193103448275862,0.3842,307
LGLVX,406,235,0.58,0.73,60,37,0.62,0.193103448275862,0.3842,307
LGLIX,406,234,0.58,0.73,60,37,0.62,0.193103448275862,0.3842,307
LGLUX,406,234,0.58,0.73,60,37,0.62,0.193103448275862,0.3842,307
LGLFX,406,234,0.58,0.73,60,37,0.62,0.193103448275862,0.3842,307
BIPSX,406,205,0.5,-0.13,60,31,0.52,0.19178082191780832,0.3812,312
CAT,406,218,0.54,0.42999999999999994,60,34,0.57,0.19166666666666665,0.3812,312
E,406,223,0.55,0.1200000000000001,60,32,0.53,0.19148936170212782,0.3807,314
FGHMX,406,228,0.56,0.6299999999999999,60,36,0.6,0.18978102189781,0.3776,315
BEN,406,205,0.5,-0.06000000000000005,60,33,0.55,0.1898734177215189,0.3776,315
CSX,406,210,0.52,0.07000000000000006,60,34,0.57,0.18888888888888888,0.3757,317
LGLCX,406,235,0.58,0.7,60,37,0.62,0.18881118881118875,0.3757,317
NPSGX,406,210,0.52,0.26,60,35,0.58,0.18867924528301883,0.3753,319
FAGAX,406,238,0.59,0.6399999999999999,60,38,0.63,0.18840579710144922,0.375,320
LAUR,406,220,0.54,0.96,60,37,0.62,0.18787878787878798,0.3739,321
LGLRX,406,235,0.58,0.71,60,37,0.62,0.1875,0.3731,322
